Date,Casual,Member,Total_rides,WMO code,temp(°C),atemp(°C),windspeed,season,Season,mnth,holiday,weekday,workingday,Weekday,weathersit,humidity(%),year
2023-01-03,2635,4924,7559,53.0,14.2,13.1,20.3,1,Winter,1,False,1,True,Tuesday,4,,2023
2023-01-04,2488,5303,7791,55.0,16.0,15.8,21.0,1,Winter,1,False,2,True,Wednesday,4,,2023
2023-01-05,2954,5455,8409,51.0,12.6,11.4,13.0,1,Winter,1,False,3,True,Thursday,4,,2023
2023-01-06,2119,4600,6719,51.0,6.8,3.3,20.3,1,Winter,1,False,4,True,Friday,4,,2023
2023-01-07,2862,4260,7122,3.0,3.7,-0.3,14.8,1,Winter,1,False,5,False,Saturday,1,,2023
2023-01-08,1818,3358,5176,53.0,2.4,-1.1,11.8,1,Winter,1,False,6,False,Sunday,4,,2023
2023-01-09,1754,4766,6520,71.0,4.0,0.1,16.7,1,Winter,1,False,0,True,Monday,4,,2023
2023-01-10,1863,5440,7303,2.0,2.7,-0.8,14.0,1,Winter,1,False,1,True,Tuesday,1,,2023
2023-01-11,1832,5323,7155,55.0,3.1,-0.1,11.0,1,Winter,1,False,2,True,Wednesday,4,,2023
2023-01-12,1746,4909,6655,53.0,7.9,5.6,15.5,1,Winter,1,False,3,True,Thursday,4,,2023
2023-01-13,1925,4565,6490,63.0,8.9,4.9,23.9,1,Winter,1,False,4,True,Friday,4,,2023
2023-01-14,1502,3368,4870,3.0,2.3,-3.5,24.6,1,Winter,1,False,5,False,Saturday,1,,2023
2023-01-15,1949,3359,5308,1.0,1.6,-3.9,22.7,1,Winter,1,False,6,False,Sunday,1,,2023
2023-01-16,2291,4130,6421,1.0,2.9,-1.7,13.9,1,Winter,1,True,0,False,Monday,1,,2023
2023-01-17,1295,4622,5917,55.0,4.7,2.0,10.2,1,Winter,1,False,1,True,Tuesday,4,,2023
2023-01-18,2057,6129,8186,51.0,7.9,4.8,17.4,1,Winter,1,False,2,True,Wednesday,4,,2023
2023-01-19,1320,4536,5856,61.0,6.8,4.7,12.6,1,Winter,1,False,3,True,Thursday,4,,2023
2023-01-20,2072,5322,7394,3.0,7.2,2.9,24.0,1,Winter,1,False,4,True,Friday,1,,2023
2023-01-21,2339,4622,6961,3.0,4.0,-0.1,16.0,1,Winter,1,False,5,False,Saturday,1,,2023
2023-01-22,1289,2712,4001,61.0,2.6,-0.8,13.0,1,Winter,1,False,6,False,Sunday,4,,2023
2023-01-23,1219,4503,5722,53.0,4.7,0.5,24.5,1,Winter,1,False,0,True,Monday,4,,2023
2023-01-24,1801,5964,7765,2.0,3.2,-0.6,13.0,1,Winter,1,False,1,True,Tuesday,1,,2023
2023-01-25,847,3579,4426,71.0,4.0,0.6,20.3,1,Winter,1,False,2,True,Wednesday,4,,2023
2023-01-26,1790,5756,7546,61.0,6.1,1.6,26.0,1,Winter,1,False,3,True,Thursday,4,,2023
2023-01-27,1753,5061,6814,3.0,2.2,-2.1,15.4,1,Winter,1,False,4,True,Friday,1,,2023
2023-01-28,3611,5101,8712,2.0,5.4,1.3,14.8,1,Winter,1,False,5,False,Saturday,1,,2023
2023-01-29,1513,3257,4770,53.0,5.7,2.3,15.3,1,Winter,1,False,6,False,Sunday,4,,2023
2023-01-30,1971,5715,7686,3.0,7.9,6.1,9.4,1,Winter,1,False,0,True,Monday,1,,2023
2023-01-31,941,3855,4796,53.0,5.0,2.3,13.7,1,Winter,1,False,1,True,Tuesday,4,,2023
2023-02-01,1477,5409,6886,73.0,1.8,-2.1,13.1,1,Winter,2,False,2,True,Wednesday,4,,2023
2023-02-02,1477,5312,6789,3.0,2.0,-1.8,11.4,1,Winter,2,False,3,True,Thursday,1,,2023
2023-02-03,965,3695,4660,3.0,-0.7,-7.1,29.1,1,Winter,2,False,4,True,Friday,1,,2023
2023-02-04,1177,2838,4015,1.0,-4.1,-9.6,22.4,1,Winter,2,False,5,False,Saturday,1,,2023
2023-02-05,2244,4168,6412,3.0,3.7,-1.2,16.7,1,Winter,2,False,6,False,Sunday,1,,2023
2023-02-06,1484,5227,6711,3.0,6.6,2.5,21.4,1,Winter,2,False,0,True,Monday,1,,2023
2023-02-07,1732,5959,7691,3.0,4.1,0.7,14.1,1,Winter,2,False,1,True,Tuesday,1,,2023
2023-02-08,2551,7043,9594,2.0,9.9,7.3,14.0,1,Winter,2,False,2,True,Wednesday,1,,2023
2023-02-09,2505,6799,9304,3.0,11.5,8.9,21.2,1,Winter,2,False,3,True,Thursday,1,,2023
2023-02-10,2944,6265,9209,1.0,12.8,9.4,21.3,1,Winter,2,False,4,True,Friday,1,,2023
2023-02-11,3264,5007,8271,1.0,5.9,1.9,19.5,1,Winter,2,False,5,False,Saturday,1,,2023
2023-02-12,656,1713,2369,61.0,3.6,0.1,19.7,1,Winter,2,False,6,False,Sunday,4,,2023
2023-02-13,1910,5758,7668,61.0,7.4,2.9,19.1,1,Winter,2,False,0,True,Monday,4,,2023
2023-02-14,2444,6774,9218,2.0,7.3,3.9,12.5,1,Winter,2,False,1,True,Tuesday,1,,2023
2023-02-15,2480,6848,9328,53.0,12.4,8.7,20.8,1,Winter,2,False,2,True,Wednesday,4,,2023
2023-02-16,1674,5265,6939,61.0,12.7,12.0,15.5,1,Winter,2,False,3,True,Thursday,4,,2023
2023-02-17,1379,3647,5026,63.0,11.6,8.3,26.6,1,Winter,2,False,4,True,Friday,4,,2023
2023-02-18,2871,4135,7006,1.0,2.5,-2.2,21.1,1,Winter,2,False,5,False,Saturday,1,,2023
2023-02-19,4266,4452,8718,3.0,7.4,3.3,20.3,1,Winter,2,False,6,False,Sunday,1,,2023
2023-02-20,2921,4729,7650,2.0,11.1,8.4,17.8,1,Winter,2,True,0,False,Monday,1,,2023
2023-02-21,2542,6232,8774,53.0,10.9,8.3,25.1,1,Winter,2,False,1,True,Tuesday,4,,2023
2023-02-22,1966,5934,7900,51.0,7.4,4.1,13.1,1,Winter,2,False,2,True,Wednesday,4,,2023
2023-02-23,4019,7608,11627,51.0,16.8,16.4,17.3,1,Winter,2,False,3,True,Thursday,4,,2023
2023-02-24,2669,5599,8268,1.0,11.0,6.6,22.2,1,Winter,2,False,4,True,Friday,1,,2023
2023-02-25,1542,3514,5056,71.0,2.7,-0.8,12.6,1,Winter,2,False,5,False,Saturday,4,,2023
2023-02-26,3186,4742,7928,3.0,6.9,3.7,14.8,1,Winter,2,False,6,False,Sunday,1,,2023
2023-02-27,1274,4430,5704,61.0,5.4,1.8,16.8,1,Winter,2,False,0,True,Monday,4,,2023
2023-02-28,2328,6542,8870,61.0,8.4,6.2,15.4,1,Winter,2,False,1,True,Tuesday,4,,2023
2023-03-01,2472,6738,9210,2.0,8.0,5.2,17.8,1,Winter,3,False,2,True,Wednesday,1,,2023
2023-03-02,2443,6753,9196,61.0,12.6,10.7,16.5,1,Winter,3,False,3,True,Thursday,4,,2023
2023-03-03,940,3437,4377,61.0,6.7,3.1,23.3,1,Winter,3,False,4,True,Friday,4,,2023
2023-03-04,3874,5390,9264,61.0,10.6,6.6,28.5,1,Winter,3,False,5,False,Saturday,4,,2023
2023-03-05,4733,5721,10454,1.0,9.0,5.7,22.0,1,Winter,3,False,6,False,Sunday,1,,2023
2023-03-06,2649,6004,8653,1.0,7.7,4.9,11.3,1,Winter,3,False,0,True,Monday,1,,2023
2023-03-07,2139,6104,8243,51.0,6.7,1.9,27.3,1,Winter,3,False,1,True,Tuesday,4,,2023
2023-03-08,2274,6432,8706,0.0,5.2,0.1,23.5,1,Winter,3,False,2,True,Wednesday,1,,2023
2023-03-09,2948,6528,9476,0.0,6.0,2.4,13.6,1,Winter,3,False,3,True,Thursday,1,,2023
2023-03-10,1302,3754,5056,55.0,5.4,2.4,14.4,1,Winter,3,False,4,True,Friday,4,,2023
2023-03-11,2877,4509,7386,3.0,4.8,-0.5,28.3,1,Winter,3,False,5,False,Saturday,1,,2023
2023-03-12,1911,3199,5110,71.0,2.6,-0.6,8.0,1,Winter,3,False,6,False,Sunday,4,,2023
2023-03-13,1827,4870,6697,51.0,5.3,2.5,16.1,1,Winter,3,False,0,True,Monday,4,,2023
2023-03-14,1509,4847,6356,3.0,2.9,-3.9,34.5,1,Winter,3,False,1,True,Tuesday,1,,2023
2023-03-15,1832,5264,7096,0.0,3.9,-2.4,27.6,1,Winter,3,False,2,True,Wednesday,1,,2023
2023-03-16,3811,6573,10384,3.0,7.6,3.5,14.4,1,Winter,3,False,3,True,Thursday,1,,2023
2023-03-17,3338,5764,9102,51.0,11.5,8.4,18.9,1,Winter,3,False,4,True,Friday,4,,2023
2023-03-18,6043,5965,12008,3.0,7.6,2.9,21.0,1,Winter,3,False,5,False,Saturday,1,,2023
2023-03-19,2214,3683,5897,1.0,2.1,-3.5,22.0,1,Winter,3,False,6,False,Sunday,1,,2023
2023-03-20,2688,5874,8562,0.0,3.3,-0.4,9.9,1,Winter,3,False,0,True,Monday,1,,2023
2023-03-21,3764,7493,11257,2.0,7.0,3.7,12.5,2,Spring,3,False,1,True,Tuesday,1,,2023
2023-03-22,4485,8310,12795,3.0,11.0,7.5,15.9,2,Spring,3,False,2,True,Wednesday,1,,2023
2023-03-23,5607,8781,14388,53.0,15.5,14.0,20.6,2,Spring,3,False,3,True,Thursday,4,,2023
2023-03-24,1556,3738,5294,63.0,11.6,10.4,11.2,2,Spring,3,False,4,True,Friday,4,,2023
2023-03-25,3163,4374,7537,61.0,10.2,8.6,14.0,2,Spring,3,False,5,False,Saturday,4,,2023
2023-03-26,11020,7650,18670,0.0,12.6,9.7,16.6,2,Spring,3,False,6,False,Sunday,1,,2023
2023-03-27,3780,6799,10579,53.0,11.3,9.9,12.8,2,Spring,3,False,0,True,Monday,4,,2023
2023-03-28,4262,8040,12302,3.0,10.0,6.8,15.3,2,Spring,3,False,1,True,Tuesday,1,,2023
2023-03-29,4431,8324,12755,3.0,9.1,6.2,13.6,2,Spring,3,False,2,True,Wednesday,1,,2023
2023-03-30,4022,7662,11684,0.0,6.8,3.1,18.2,2,Spring,3,False,3,True,Thursday,1,,2023
2023-03-31,4759,7177,11936,53.0,10.7,7.7,22.2,2,Spring,3,False,4,True,Friday,4,,2023
2023-04-01,5830,5550,11380,61.0,17.8,15.0,32.4,2,Spring,4,False,5,False,Saturday,4,,2023
2023-04-02,6519,6397,12916,1.0,8.9,4.7,25.0,2,Spring,4,False,6,False,Sunday,1,,2023
2023-04-03,5103,7631,12734,2.0,11.9,9.4,19.0,2,Spring,4,False,0,True,Monday,1,,2023
2023-04-04,6335,8969,15304,1.0,17.8,17.2,14.0,2,Spring,4,False,1,True,Tuesday,1,,2023
2023-04-05,6247,8866,15113,2.0,21.4,21.8,20.1,2,Spring,4,False,2,True,Wednesday,1,,2023
2023-04-06,4688,7755,12443,63.0,21.9,22.8,17.1,2,Spring,4,False,3,True,Thursday,4,,2023
2023-04-07,4703,6677,11380,51.0,11.9,8.5,14.5,2,Spring,4,False,4,True,Friday,4,,2023
2023-04-08,6457,6505,12962,1.0,8.8,5.0,14.5,2,Spring,4,False,5,False,Saturday,1,,2023
2023-04-09,6062,5848,11910,1.0,9.3,6.8,10.4,2,Spring,4,False,6,False,Sunday,1,,2023
2023-04-10,4541,7622,12163,0.0,10.3,7.9,12.1,2,Spring,4,False,0,True,Monday,1,,2023
2023-04-11,5111,9216,14327,1.0,14.1,11.7,13.3,2,Spring,4,False,1,True,Tuesday,1,,2023
2023-04-12,5623,9635,15258,3.0,19.2,16.8,17.3,2,Spring,4,False,2,True,Wednesday,1,,2023
2023-04-13,5982,9629,15611,0.0,20.8,19.5,12.2,2,Spring,4,False,3,True,Thursday,1,,2023
2023-04-14,6272,8565,14837,3.0,19.9,19.2,14.4,2,Spring,4,False,4,True,Friday,1,,2023
2023-04-15,8082,7203,15285,61.0,19.3,21.2,10.2,2,Spring,4,False,5,False,Saturday,4,,2023
2023-04-16,7669,7137,14806,3.0,20.8,21.2,14.9,2,Spring,4,False,6,False,Sunday,1,,2023
2023-04-17,4117,7466,11583,51.0,16.6,13.6,22.2,2,Spring,4,True,0,False,Monday,4,,2023
2023-04-18,4810,8927,13737,1.0,14.4,10.6,23.8,2,Spring,4,False,1,True,Tuesday,1,,2023
2023-04-19,5200,9038,14238,0.0,14.5,12.4,12.3,2,Spring,4,False,2,True,Wednesday,1,,2023
2023-04-20,5671,9276,14947,1.0,18.7,18.8,11.3,2,Spring,4,False,3,True,Thursday,1,,2023
2023-04-21,6834,8589,15423,1.0,22.3,21.6,15.8,2,Spring,4,False,4,True,Friday,1,,2023
2023-04-22,4704,5459,10163,63.0,18.4,16.9,22.6,2,Spring,4,False,5,False,Saturday,4,,2023
2023-04-23,6581,7110,13691,51.0,13.6,10.9,18.0,2,Spring,4,False,6,False,Sunday,4,,2023
2023-04-24,4107,7915,12022,2.0,10.7,7.2,14.6,2,Spring,4,False,0,True,Monday,1,,2023
2023-04-25,4316,9158,13474,3.0,10.3,7.4,10.7,2,Spring,4,False,1,True,Tuesday,1,,2023
2023-04-26,4248,8987,13235,53.0,12.7,11.2,13.8,2,Spring,4,False,2,True,Wednesday,4,,2023
2023-04-27,5032,8947,13979,51.0,14.7,13.8,14.8,2,Spring,4,False,3,True,Thursday,4,,2023
2023-04-28,705,2122,2827,63.0,12.6,10.5,25.8,2,Spring,4,False,4,True,Friday,4,,2023
2023-04-29,7853,7812,15665,51.0,14.9,14.6,14.5,2,Spring,4,False,5,False,Saturday,4,,2023
2023-04-30,2228,3602,5830,63.0,15.2,14.7,26.3,2,Spring,4,False,6,False,Sunday,4,,2023
2023-05-01,3624,8064,11688,55.0,12.6,8.7,24.7,2,Spring,5,False,0,True,Monday,4,,2023
2023-05-02,3133,7690,10823,53.0,10.8,7.6,18.3,2,Spring,5,False,1,True,Tuesday,4,,2023
2023-05-03,3440,8080,11520,55.0,9.8,7.0,21.0,2,Spring,5,False,2,True,Wednesday,4,,2023
2023-05-04,4246,8787,13033,51.0,10.9,8.4,14.7,2,Spring,5,False,3,True,Thursday,4,,2023
2023-05-05,5591,8796,14387,51.0,12.9,11.2,8.7,2,Spring,5,False,4,True,Friday,4,,2023
2023-05-06,8502,8230,16732,1.0,14.9,14.2,10.4,2,Spring,5,False,5,False,Saturday,1,,2023
2023-05-07,5569,6382,11951,55.0,17.1,17.4,9.5,2,Spring,5,False,6,False,Sunday,4,,2023
2023-05-08,4714,8150,12864,51.0,20.2,20.8,15.3,2,Spring,5,False,0,True,Monday,4,,2023
2023-05-09,3954,8575,12529,51.0,16.5,16.0,10.0,2,Spring,5,False,1,True,Tuesday,4,,2023
2023-05-10,5578,9931,15509,0.0,15.7,14.8,10.5,2,Spring,5,False,2,True,Wednesday,1,,2023
2023-05-11,5624,9811,15435,1.0,18.5,18.7,8.8,2,Spring,5,False,3,True,Thursday,1,,2023
2023-05-12,6427,9136,15563,1.0,21.4,23.1,8.2,2,Spring,5,False,4,True,Friday,1,,2023
2023-05-13,4594,5807,10401,63.0,19.6,21.2,10.9,2,Spring,5,False,5,False,Saturday,4,,2023
2023-05-14,7681,7430,15111,1.0,18.7,17.8,12.6,2,Spring,5,False,6,False,Sunday,1,,2023
2023-05-15,5119,8427,13546,2.0,17.6,16.0,13.4,2,Spring,5,False,0,True,Monday,1,,2023
2023-05-16,4530,9018,13548,51.0,19.4,19.4,15.0,2,Spring,5,False,1,True,Tuesday,4,,2023
2023-05-17,5499,9679,15178,51.0,18.3,16.7,16.4,2,Spring,5,False,2,True,Wednesday,4,,2023
2023-05-18,5548,9437,14985,3.0,15.3,13.2,13.0,2,Spring,5,False,3,True,Thursday,1,,2023
2023-05-19,6922,9241,16163,51.0,17.3,16.2,17.3,2,Spring,5,False,4,True,Friday,4,,2023
2023-05-20,7822,7394,15216,53.0,19.4,20.2,14.3,2,Spring,5,False,5,False,Saturday,4,,2023
2023-05-21,7814,7157,14971,51.0,19.3,18.3,16.3,2,Spring,5,False,6,False,Sunday,4,,2023
2023-05-22,5467,8309,13776,2.0,20.0,19.4,12.8,2,Spring,5,False,0,True,Monday,1,,2023
2023-05-23,5587,9505,15092,2.0,18.7,18.2,13.7,2,Spring,5,False,1,True,Tuesday,1,,2023
2023-05-24,5429,9758,15187,1.0,19.5,19.3,9.9,2,Spring,5,False,2,True,Wednesday,1,,2023
2023-05-25,5642,9144,14786,1.0,17.6,15.6,19.4,2,Spring,5,False,3,True,Thursday,1,,2023
2023-05-26,6747,8319,15066,1.0,17.7,16.8,10.1,2,Spring,5,False,4,True,Friday,1,,2023
2023-05-27,8764,7165,15929,1.0,18.2,16.7,13.5,2,Spring,5,False,5,False,Saturday,1,,2023
2023-05-28,7856,5968,13824,53.0,17.9,17.0,13.8,2,Spring,5,False,6,False,Sunday,4,,2023
2023-05-29,3687,4106,7793,61.0,19.5,20.7,13.3,2,Spring,5,True,0,False,Monday,4,,2023
2023-05-30,4717,9134,13851,51.0,18.8,18.2,15.0,2,Spring,5,False,1,True,Tuesday,4,,2023
2023-05-31,5281,10214,15495,1.0,18.5,17.8,10.2,2,Spring,5,False,2,True,Wednesday,1,,2023
2023-06-01,5428,10079,15507,3.0,21.1,21.5,8.7,2,Spring,6,False,3,True,Thursday,1,,2023
2023-06-02,6059,9072,15131,1.0,24.7,25.4,10.4,2,Spring,6,False,4,True,Friday,1,,2023
2023-06-03,8196,8566,16762,53.0,23.5,23.8,17.5,2,Spring,6,False,5,False,Saturday,4,,2023
2023-06-04,7085,7969,15054,51.0,18.6,17.6,13.4,2,Spring,6,False,6,False,Sunday,4,,2023
2023-06-05,5006,8639,13645,3.0,20.4,19.5,14.4,2,Spring,6,False,0,True,Monday,1,,2023
2023-06-06,5349,9940,15289,2.0,21.8,19.5,21.3,2,Spring,6,False,1,True,Tuesday,1,,2023
2023-06-07,4847,9344,14191,1.0,21.6,20.3,13.9,2,Spring,6,False,2,True,Wednesday,1,,2023
2023-06-08,3942,7634,11576,1.0,20.7,19.3,11.9,2,Spring,6,False,3,True,Thursday,1,,2023
2023-06-09,5662,8815,14477,53.0,19.5,18.2,17.1,2,Spring,6,False,4,True,Friday,4,,2023
2023-06-10,8933,8735,17668,2.0,22.3,21.2,13.4,2,Spring,6,False,5,False,Saturday,1,,2023
2023-06-11,7462,7937,15399,3.0,24.9,24.5,15.7,2,Spring,6,False,6,False,Sunday,1,,2023
2023-06-12,3803,7608,11411,63.0,22.7,23.4,16.7,2,Spring,6,False,0,True,Monday,4,,2023
2023-06-13,5469,10277,15746,3.0,20.9,19.7,14.0,2,Spring,6,False,1,True,Tuesday,1,,2023
2023-06-14,5778,10363,16141,51.0,20.9,19.0,23.2,2,Spring,6,False,2,True,Wednesday,4,,2023
2023-06-15,5962,10657,16619,1.0,21.7,21.3,10.5,2,Spring,6,False,3,True,Thursday,1,,2023
2023-06-16,5849,8860,14709,61.0,22.6,23.8,13.5,2,Spring,6,False,4,True,Friday,4,,2023
2023-06-17,8689,8217,16906,2.0,22.1,20.8,19.7,2,Spring,6,False,5,False,Saturday,1,,2023
2023-06-18,7691,7496,15187,0.0,23.4,22.8,12.4,2,Spring,6,False,6,False,Sunday,1,,2023
2023-06-19,6483,7859,14342,51.0,24.5,25.8,14.0,2,Spring,6,True,0,False,Monday,4,,2023
2023-06-20,5564,9932,15496,51.0,22.9,23.9,19.5,2,Spring,6,False,1,True,Tuesday,4,,2023
2023-06-21,1840,4849,6689,55.0,18.5,17.9,24.2,3,Summer,6,False,2,True,Wednesday,4,,2023
2023-06-22,3825,8446,12271,53.0,18.1,17.9,17.9,3,Summer,6,False,3,True,Thursday,4,,2023
2023-06-23,3112,6279,9391,63.0,21.5,24.6,14.9,3,Summer,6,False,4,True,Friday,4,,2023
2023-06-24,8149,8664,16813,63.0,23.7,27.6,7.6,3,Summer,6,False,5,False,Saturday,4,,2023
2023-06-25,7551,8131,15682,2.0,25.2,28.0,10.1,3,Summer,6,False,6,False,Sunday,1,,2023
2023-06-26,4602,8373,12975,63.0,25.3,28.8,10.7,3,Summer,6,False,0,True,Monday,4,,2023
2023-06-27,4305,8542,12847,63.0,23.7,26.9,14.4,3,Summer,6,False,1,True,Tuesday,4,,2023
2023-06-28,5691,10150,15841,3.0,22.8,23.6,16.0,3,Summer,6,False,2,True,Wednesday,1,,2023
2023-06-29,5009,8807,13816,1.0,23.6,25.2,9.2,3,Summer,6,False,3,True,Thursday,1,,2023
2023-06-30,4988,8101,13089,65.0,23.6,26.5,10.6,3,Summer,6,False,4,True,Friday,4,,2023
2011-01-01,331,654,985,,8.2,8.0,17.3,1,Winter,1,False,5,False,Saturday,2,80.6,2011
2011-01-02,131,670,801,,9.1,7.3,26.8,1,Winter,1,False,6,False,Sunday,2,69.6,2011
2011-01-03,120,1229,1349,,1.2,-3.5,26.8,1,Winter,1,False,0,True,Monday,1,43.7,2011
2011-01-04,108,1454,1562,,1.4,-2.0,17.3,1,Winter,1,False,1,True,Tuesday,1,59.0,2011
2011-01-05,82,1518,1600,,2.7,-0.9,20.2,1,Winter,1,False,2,True,Wednesday,1,43.7,2011
2011-01-06,88,1518,1606,,1.6,-0.6,9.7,1,Winter,1,False,3,True,Thursday,1,51.8,2011
2011-01-07,148,1362,1510,,1.2,-2.2,18.2,1,Winter,1,False,4,True,Friday,2,49.9,2011
2011-01-08,68,891,959,,-0.2,-5.3,28.8,1,Winter,1,False,5,False,Saturday,2,53.6,2011
2011-01-09,54,768,822,,-1.5,-8.3,39.0,1,Winter,1,False,6,False,Sunday,1,43.4,2011
2011-01-10,41,1280,1321,,-0.9,-6.0,24.1,1,Winter,1,False,0,True,Monday,1,48.3,2011
2011-01-11,43,1220,1263,,-0.1,-3.4,13.2,1,Winter,1,False,1,True,Tuesday,2,68.6,2011
2011-01-12,25,1137,1162,,0.1,-5.4,32.8,1,Winter,1,False,2,True,Wednesday,1,60.0,2011
2011-01-13,38,1368,1406,,-0.2,-6.0,32.5,1,Winter,1,False,3,True,Thursday,1,47.0,2011
2011-01-14,54,1367,1421,,-0.4,-3.6,13.6,1,Winter,1,False,4,True,Friday,1,53.8,2011
2011-01-15,222,1026,1248,,3.0,0.4,17.0,1,Winter,1,False,5,False,Saturday,2,49.9,2011
2011-01-16,251,953,1204,,2.9,-0.5,20.3,1,Winter,1,False,6,False,Sunday,1,48.4,2011
2011-01-17,117,883,1000,,0.3,-4.3,20.9,1,Winter,1,True,0,False,Monday,2,53.8,2011
2011-01-18,9,674,683,,2.2,-0.7,15.8,1,Winter,1,False,1,True,Tuesday,2,86.2,2011
2011-01-19,78,1572,1650,,5.7,3.7,22.5,1,Winter,1,False,2,True,Wednesday,2,74.2,2011
2011-01-20,83,1844,1927,,4.3,0.8,21.1,1,Winter,1,False,3,True,Thursday,2,53.8,2011
2011-01-21,75,1468,1543,,0.3,-5.6,38.1,1,Winter,1,False,4,True,Friday,1,45.7,2011
2011-01-22,93,888,981,,-5.2,-10.8,18.5,1,Winter,1,False,5,False,Saturday,1,40.0,2011
2011-01-23,150,836,986,,-3.5,-9.5,26.6,1,Winter,1,False,6,False,Sunday,1,43.7,2011
2011-01-24,86,1330,1416,,-3.4,-8.2,17.1,1,Winter,1,False,0,True,Monday,1,49.2,2011
2011-01-25,186,1799,1985,,2.5,-0.5,14.0,1,Winter,1,False,1,True,Tuesday,2,61.7,2011
2011-01-26,34,472,506,,2.2,-2.6,31.7,1,Winter,1,False,2,True,Wednesday,3,86.2,2011
2011-01-27,15,416,431,,1.2,-1.5,12.3,1,Winter,1,False,3,True,Thursday,1,68.8,2011
2011-01-28,38,1129,1167,,1.6,-1.3,13.3,1,Winter,1,False,4,True,Friday,2,79.3,2011
2011-01-29,123,975,1098,,1.2,-2.0,15.7,1,Winter,1,False,5,False,Saturday,1,65.2,2011
2011-01-30,140,956,1096,,2.2,0.5,8.0,1,Winter,1,False,6,False,Sunday,1,72.2,2011
2011-01-31,42,1459,1501,,0.5,-3.7,20.2,1,Winter,1,False,0,True,Monday,2,60.4,2011
2011-02-01,47,1313,1360,,1.0,-0.5,5.7,1,Winter,2,False,1,True,Tuesday,2,83.0,2011
2011-02-02,72,1454,1526,,4.2,0.8,28.5,1,Winter,2,False,2,True,Wednesday,2,77.5,2011
2011-02-03,61,1489,1550,,0.8,-4.3,29.9,1,Winter,2,False,3,True,Thursday,1,43.8,2011
2011-02-04,88,1620,1708,,1.9,-0.9,13.8,1,Winter,2,False,4,True,Friday,2,58.5,2011
2011-02-05,100,905,1005,,3.0,0.0,17.4,1,Winter,2,False,5,False,Saturday,2,92.9,2011
2011-02-06,354,1269,1623,,5.4,3.3,15.3,1,Winter,2,False,6,False,Sunday,1,56.8,2011
2011-02-07,120,1592,1712,,4.8,4.0,4.9,1,Winter,2,False,0,True,Monday,1,73.8,2011
2011-02-08,64,1466,1530,,2.4,-2.9,39.0,1,Winter,2,False,1,True,Tuesday,1,53.8,2011
2011-02-09,53,1552,1605,,-1.7,-6.5,20.4,1,Winter,2,False,2,True,Wednesday,2,49.5,2011
2011-02-10,47,1491,1538,,-1.2,-6.1,23.9,1,Winter,2,False,3,True,Thursday,1,43.7,2011
2011-02-11,149,1597,1746,,0.9,-1.9,11.7,1,Winter,2,False,4,True,Friday,1,50.6,2011
2011-02-12,288,1184,1472,,2.5,-0.6,21.9,1,Winter,2,False,5,False,Saturday,1,54.4,2011
2011-02-13,397,1192,1589,,6.9,5.4,28.1,1,Winter,2,False,6,False,Sunday,1,45.7,2011
2011-02-14,208,1705,1913,,11.5,10.3,45.1,1,Winter,2,False,0,True,Monday,1,37.6,2011
2011-02-15,140,1675,1815,,4.5,0.8,31.4,1,Winter,2,False,1,True,Tuesday,1,31.4,2011
2011-02-16,218,1897,2115,,7.0,4.9,27.1,1,Winter,2,False,2,True,Wednesday,1,42.3,2011
2011-02-17,259,2216,2475,,12.5,12.3,24.8,1,Winter,2,False,3,True,Thursday,1,50.5,2011
2011-02-18,579,2348,2927,,16.5,17.8,28.6,1,Winter,2,False,4,True,Friday,1,51.7,2011
2011-02-19,532,1103,1635,,10.8,9.8,54.7,1,Winter,2,False,5,False,Saturday,1,18.8,2011
2011-02-20,639,1173,1812,,5.4,2.3,24.1,1,Winter,2,False,6,False,Sunday,1,40.8,2011
2011-02-21,195,912,1107,,6.3,2.7,33.2,1,Winter,2,True,0,False,Monday,2,60.5,2011
2011-02-22,74,1376,1450,,0.6,-3.7,21.1,1,Winter,2,False,1,True,Tuesday,1,57.8,2011
2011-02-23,139,1778,1917,,2.4,0.2,10.1,1,Winter,2,False,2,True,Wednesday,1,42.3,2011
2011-02-24,100,1707,1807,,5.9,3.1,27.0,1,Winter,2,False,3,True,Thursday,2,69.7,2011
2011-02-25,120,1341,1461,,9.1,7.1,37.4,1,Winter,2,False,4,True,Friday,2,71.2,2011
2011-02-26,424,1545,1969,,5.3,2.6,20.1,1,Winter,2,False,5,False,Saturday,1,53.8,2011
2011-02-27,694,1708,2402,,8.1,7.2,13.5,1,Winter,2,False,6,False,Sunday,1,68.0,2011
2011-02-28,81,1365,1446,,11.1,10.4,31.2,1,Winter,2,False,0,True,Monday,2,87.6,2011
2011-03-01,137,1714,1851,,4.5,1.4,23.3,1,Winter,3,False,1,True,Tuesday,1,53.5,2011
2011-03-02,231,1903,2134,,7.7,5.1,33.2,1,Winter,3,False,2,True,Wednesday,1,45.0,2011
2011-03-03,123,1562,1685,,1.3,-2.8,24.3,1,Winter,3,False,3,True,Thursday,1,31.8,2011
2011-03-04,214,1730,1944,,4.3,0.9,21.9,1,Winter,3,False,4,True,Friday,2,61.0,2011
2011-03-05,640,1437,2077,,10.1,9.0,27.2,1,Winter,3,False,5,False,Saturday,2,78.9,2011
2011-03-06,114,491,605,,9.7,8.2,37.0,1,Winter,3,False,6,False,Sunday,2,94.8,2011
